Initiative_Name,Initiative_Short_Name,Goal_USP_Benefit,Host_Organization_Type,Solution_Type,Sector,Potential_Cross_Sector,Focus_Final_Product_Supply_Chain,Market_Scope,Current_Market_Penetration,Technology_Readiness,Business_Model,Target_Group,Product_Traceability,Functional_Technical_Specifications,Product_Material_Composition,Product_Design_Service,Product_Usage_Data,Product_Repair_Data,Recycling_Data,Circularity_Info_Label,Product_ID_Type,Product_ID_Granularity,Identifier_Type,Machine_Readable_Data_Carrier,Resolver,ID_Minting,Data_Storage_Location,Data_Transport_Openness_Level,Data_Packaging,Level,If_Advanced,Data_Use_Management,Evidence,Convenience,Data_Protection,Traceability,Sector_count,Solution_Type_count,Host_Organization_Type_count,Technology_Readiness_count,Target_Group_count,Product_Traceability_count,Product_Material_Composition_count,Product_Design_Service_count,Product_Usage_Data_count,Product_Repair_Data_count,Recycling_Data_count,Circularity_Info_Label_count,Product_ID_Type_count,Product_ID_Granularity_count,Identifier_Type_count,Traceability_count
Assent Inc (https://www.assent.com/),Sustainability Reporting,"assent offers multiple supply chain data collection tools covering a wide range of industry sectors and reporting needs the regulatory team that i work in consists of experts from several sectors httpswwwassentcomcapabilitiesexpertise they range from myself who wrote the aerospace defence data exchange standard, marcus who worked in automotive sector designing imds, jared who did the cmrt design whilst at intel we all work in different trade associations support everything under the sun for esg and product compliance designing and implementing solutions to collect from very large supply chains",['private company (industry)'],['platform'],"['cross-sector', 'textile', 'electronics', 'battery', 'automotive', 'construction', 'food', 'others']",yes,Both,International,High,['application'],Membership fee (per size and free use),"['distributor and retailer', 'remanufacturer', 'reuse', 'repair', 'refurbishment / washing and textile services', 'production identification', 'circular economy and interdisciplinary experts', 'technology / platform providers', 'company identity providers', 'product identity providers', 'trusted intermediaries']","['date', 'locations']","Possible / flexible data model, we collect some of this as standard modules and work with partners ","['material information for eu compliance (e.g. reach, rohs)', 'material information for other compliance', 'material information after own/individual list', 'full material decleration']","['design related information (manuals, disassambly map, maintanance and washing instructions)', 'service related information (e.g. warrenty and recycling information, repair and update options)', 'can be collected as part of the material compliance outreach campaigns across supply chains']",['when clients request this data type - we analyse and develop reporting as required'],['currently reviewing en standard and discussing the evolution of this with clients'],"['possible / flexible data model', 'already collected in existing responsible minerals solution as well as an existing survey - we are investigating updated approach based on emerging eu batteries reg / ecodesign / espr reporting  and lots of eu member state decreesneeds']","['compliance related information (e.g. rohs/reach/weee compliant)', 'our data collection enables clients to obtain a lot of the above - however we do sit on numerous cen/iso/bsi/ipc committees defining data collection and parsing as well']",['technically it can be both - depending on the delegated act under espr'],"['model', 'batch', 'single item']","['rfid', 'qr code', 'digital watermark', 'bluetooth label']",yes,yes,Decentralized,Decentralized,standardized,Unknown,advanced,role based,role based,verifiable credentials,Wallet,"Core is PET, some sectors like defence and medical sector require additional layers",['depends on client needs'],8,1,1,1,11,2,4,3,1,1,2,2,1,3,4,1
atma.io,atma.io,end to end traceability platform mature solution capturing dpp related data,['private company (industry)'],['traceability solution'],['cross-sector'],yes,Both,International,High,['application'],Pay per use,"['consumer/public', 'product developer and designer', 'distributor and retailer', 'remanufacturer', 'reuse', 'repair', 'refurbishment / washing and textile services', 'waste treatment and sorter', 'recycler', 'recycling material distributor and retailer', 'technical experts / developers (front-end, back-end)', 'circular economy and interdisciplinary experts', 'product identity providers']","['date', 'locations', 'transport means (e.g. vessel, track)', 'operators']","Minimum functional specifications for compliance (e.g. energy consumption), Other functional specifications (please specify below in field ""others""), Can be tailored to specific industries and use cases",['full material decleration'],"['design related information (manuals, disassambly map, maintanance and washing instructions)', 'service related information (e.g. warrenty and recycling information, repair and update options)']","['usage data (e.g. purchase date, use cycles, please specify below in field ""others"")']","['repair company identification (e.g. id, address, etc.)', 'repair related infornation (e.g. date of repair, exchanged part, etc.)']","['recycler company identification (e.g. id, address, etc.)', 'recycling related infornation (e.g. date of recycling, etc.)']","['environmental indicator (e.g. co2 footprint)', 'environmental label (e.g. eu eco flower)', 'label (cross-sectional or multi-criteria)', 'compliance related information (e.g. rohs/reach/weee compliant)', 'certifications', 'norms', 'standards (e.g. iso xy)']","['instance', 'category']","['model', 'batch', 'production order', 'single item']","['rfid', 'qr code', 'digital watermark', 'bluetooth label']",yes,no,Decentralized,Decentralized,standardized,Data transfer,advanced,role based,enforcement,verifiable credentials,Apps,PETs,"['tagging (qr)', 'tagging (nfc/rfid)', 'tagging using other digital triggers than the ones mentioned above.']",1,1,1,1,13,4,1,2,1,2,2,7,2,4,4,3
Aura Blockchain Consortium,Aura DPP powered by blockchain,"created by luxury brands for luxury brands, aura blockchain consortium is a nonprofit organization offering blockchain agnostic solutions to the luxury industry brands are able to create digital product passports dpps ensuring the product authenticity, origin and ownership on the blockchain and engage in a new circular approach",['association'],"['platform', 'traceability solution']","['cross-sector', 'textile', 'automotive', 'others']",yes,Both,International,Medium,['application'],Pay per use,"['consumer/public', 'product developer and designer', 'distributor and retailer', 'remanufacturer', 'reuse', 'repair', 'certification bodies', 'technical experts / developers (front-end, back-end)', 'production identification', 'circular economy and interdisciplinary experts', 'technology / platform providers', 'product identity providers', 'trusted intermediaries', 'luxury brands']","['date', 'locations', 'transport means (e.g. vessel, track)', 'operators']",Possible / flexible data model,['possible / flexible data model'],['possible / flexible data model'],['possible / flexible data model'],['possible / flexible data model'],['possible / flexible data model'],['possible / flexible data model'],"['instance', 'category']","['model', 'batch', 'production order', 'single item']","['rfid', 'qr code', 'digital watermark']",yes,yes,Decentralized,Decentralized,standardized,API,advanced,role based,role based,blockchain,DPP web page or wallet,anonymization,"['tagging (qr)', 'tagging (nfc/rfid)']",4,2,1,1,14,4,1,1,1,1,1,1,2,4,3,2
Authentic Vision MetaAnchor,AV MetaAnchor,"as a secure bridge between a physical item and its digital twin, the metaanchor prevents replicationcounterfeiting and related fraud effectively the innovative product marking technology provides similar functionality as a qrcode, however is not cloneable not replicable",['private company (industry)'],"['traceability solution', 'others']","['cross-sector', 'textile', 'electronics', 'battery', 'automotive', 'construction', 'food', 'others']",yes,Both,International,Low,['application'],Pay per use,"['consumer/public', 'distributor and retailer', 'certification bodies', 'technical experts / developers (front-end, back-end)', 'production identification']","['date', 'locations', 'transport means (e.g. vessel, track)', 'operators']",Possible / flexible data model,['possible / flexible data model'],['possible / flexible data model'],['possible / flexible data model'],['possible / flexible data model'],['possible / flexible data model'],['possible / flexible data model'],"['instance', 'category']","['model', 'batch', 'production order', 'single item']","['qr code', 'digital watermark']",yes,yes,Centralized,Centralized,standardized,Data transfer,advanced,role based,role based,verifiable credentials,"App (generic, branded or SDK integration options)",anonymization,"['tagging (qr)', '2d code plus additional', 'machine-readable (holographic) fingerprint - uncloneable and irreproducible']",8,2,1,1,5,4,1,1,1,1,1,1,2,4,2,3
Authentique,Authentique,"authentique specializes in providing support to luxury brands for serializing, protecting, verifying, connecting, and reselling products its portfolio encompasses a range of offerings, from simple product authentication services to a dpp system that holds comprehensive product information at the individual product level leveraging vision ai technology, authentique offers a noninvasive solution that empowers consumers to simply utilize their mobile phone cameras for enhancing confidence in product authenticity and quality",['private company (industry)'],"['platform', 'product data scheme', 'traceability solution']","['cross-sector', 'textile', 'others']",yes,Both,International,Low,['application'],Membership fee (per size and free use),"['consumer/public', 'product developer and designer', 'distributor and retailer', 'remanufacturer', 'reuse', 'repair', 'refurbishment / washing and textile services', 'recycler', 'certification bodies', 'production identification', 'technology / platform providers', 'product identity providers']","['date', 'locations', 'transport means (e.g. vessel, track)', 'operators']","Minimum functional specifications for compliance (e.g. energy consumption), Possible / flexible data model","['material information for eu compliance (e.g. reach, rohs)', 'possible / flexible data model']","['design related information (manuals, disassambly map, maintanance and washing instructions)', 'service related information (e.g. warrenty and recycling information, repair and update options)', 'possible / flexible data model']",['possible / flexible data model'],['possible / flexible data model'],['possible / flexible data model'],['possible / flexible data model'],['instance'],['single item'],"['rfid', 'qr code', 'digital watermark']",yes,yes,Decentralized,Decentralized,"Standardized, yet expandable to brand's specific data",Data transfer,advanced,role based,role based,"Blockchain, verifiable credentials","Wallet, data ports, IOS & Android application","PETs, anonymization","['tagging (qr)', 'tagging (nfc/rfid)', 'vision ai (non-invasive)']",3,3,1,1,12,4,2,3,1,1,1,1,1,1,3,3
Aware™,Unknown,blockchain based traceability solution for textile and fashion industry,['private company (industry)'],"['platform', 'traceability solution']",['textile'],no,Both,International,Low,['application'],Membership fee (per size and free use),"['product developer and designer', 'distributor and retailer', 'remanufacturer', 'reuse', 'repair', 'circular economy and interdisciplinary experts', 'technology / platform providers']","['date', 'locations', 'operators']",Unknown,['unknown'],['unknown'],"['user identification and method (please specify below in field ""others"")']",['unknown'],['unknown'],['unknown'],['category'],['batch'],['qr code'],unknown,unknown,Unknown,Unknown,Unknown,Unknown,simple,Unknown,Unknown,blockchain,Unknown,Unknown,['tagging (qr)'],1,2,1,1,7,3,1,1,1,1,1,1,1,1,1,1
Battery Pass,BP,interpret eu battery regulation dbp requirements connect and harmonize initiatives provide guidance basis for standards for affected businesses,"['private company (industry)', 'public-private consortium']",['standard'],['battery'],yes,Both,EU,High,"['concept', 'prototype']",Free,"['market surveillance authorities', 'consumer/public', 'product developer and designer', 'distributor and retailer', 'remanufacturer', 'reuse', 'repair', 'refurbishment / washing and textile services', 'collection', 'waste treatment and sorter', 'recycler', 'recycling material distributor and retailer', 'certification bodies', 'consumer protection associations', 'government institutions', 'technical experts / developers (front-end, back-end)', 'production identification', 'circular economy and interdisciplinary experts', 'technology / platform providers', 'company identity providers', 'product identity providers', 'trusted intermediaries']","['date', 'locations', 'operators']","Other functional specifications (please specify below in field ""others""), As per Battery Regulation","['material information for eu compliance (e.g. reach, rohs)', 'material information for other compliance (please specify below in field ""others"")', 'as per battery regulation']","['design related information (manuals, disassambly map, maintanance and washing instructions)', 'service related information (e.g. warrenty and recycling information, repair and update options)', 'as per battery regulation']","['usage data (e.g. purchase date, use cycles, please specify below in field ""others"")']","['repair company identification (e.g. id, address, etc.)', 'repair related infornation (e.g. date of repair, exchanged part, etc.)', 'according to regulation', 'if repair leads to change of product use (""repurposing"")', 'then repair company is acting as a new economic operator']",['this is an odd criterion: the final recycling actor would rarely be known ab initio; nor will date of recycling. the product will by definition have ceased to exist when recycled. -> what information do you expect here?'],"['environmental indicator (e.g. co2 footprint)', 'label (cross-sectional or multi-criteria)', 'compliance related information (e.g. rohs/reach/weee compliant)', 'certifications', 'norms', 'standards (e.g. iso xy)', 'responsible supply chain certifications; gba sustainability index (forthcoming)']","['instance', 'many parameters will be category/batch or company level data']","['model', 'batch', 'production order', 'single item']",['qr code'],yes,no,Decentralized,Decentralized,standardized,API,advanced,role based,role based,verifiable credentials,"under discussion: because of the different applications there are wallets, data ports as well as EDC considered today","PETs, anonymization, depending on data attribute and value chain step",['tagging (qr)'],1,1,2,2,22,3,3,3,1,5,1,7,2,4,1,1
Blockchain for High Fashion,Origin,blockchain system to guarantee the authenticity of raw materials wool for luxury fashion brand,['private company (industry)'],['traceability solution'],['textile'],yes,Supply chain exchange,Unknown,Low,['unknown'],Pay per use,['all value chain stakeholder'],"['date', 'locations']",Minimum functional specifications for compliance (e.g. energy consumption),['no'],['no'],['no'],['no'],['no'],['no'],['unknown'],['single item'],['qr code'],yes,no,Decentralized,Decentralized,proprietary,API,simple,Unknown,enforcement,blockchain,Mobile aps,anonymization,['yes'],1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
Blockchain Traceability as a service,B-TraaS,unknown,['private company (industry)'],['traceability solution'],"['textile', 'food', 'fashion']",yes,Supply chain exchange,International,Low,['application'],Pay per use,['all value chain stakeholder'],"['date', 'locations']",Minimum functional specifications for compliance (e.g. energy consumption),['material information after own/individual list'],['no'],['no'],['no'],['no'],['no'],['unknown'],['single item'],['qr code'],yes,no,Decentralized,Decentralized,proprietary,API,simple,Unknown,enforcement,blockchain,Mobile App,anonymization,['yes'],3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
blockmaterials,we use blockchain to validate materials out of excisting Buildings so the economic aspect is secured which improve circular process.,we are in severall eu projects as leading expertise office for transformation the circulair building environment if we can do this for buildings we can do this for products too,['public-private consortium'],['platform'],['construction'],yes,Both,EU,High,['application'],Membership fee (per size and free use),"['product developer and designer', 'government institutions', 'production identification', 'circular economy and interdisciplinary experts', 'technology / platform providers']","['date', 'locations', 'transport means (e.g. vessel, track)', 'operators']","Minimum functional specifications for compliance (e.g. energy consumption), Other functional specifications (please specify below in field ""others""), CO2 impact. Toxid impact. Finance impact. releasability impact",['material information after own/individual list'],"['service related information (e.g. warrenty and recycling information, repair and update options)']","['usage data (e.g. purchase date, use cycles, please specify below in field ""others"")']",['possible / flexible data model'],['possible / flexible data model'],"['circularity indicator (score e.g. repairability index)', 'environmental indicator (e.g. co2 footprint)']",['both'],['single item'],['digital watermark'],no,yes,Centralized,Centralized,proprietary,API,advanced,attribute based,enforcement,blockchain,Data ports,Unknown,['tagging (qr)'],1,1,1,1,5,4,1,1,1,1,1,2,1,1,1,1
Bosaz | Law Firm,Bosaz | Law Firm,"as a law firm, specialised in privacy, data protection, cybersecurity, blockchain and metaverse for startups, industry, ecc for we can guarantee all legal consulting support especially italy and throughout europe, thanks to our international connections we are always studying, deepening and being updated about all the normative news regarding the dpp, the green deal in generale and so on",['private company (industry)'],['others'],['others'],yes,Supply chain exchange,International,Unknown,['unknown'],Unknown,"['market surveillance authorities', 'consumer/public', 'product developer and designer', 'distributor and retailer', 'remanufacturer', 'reuse', 'repair', 'refurbishment / washing and textile services', 'collection', 'waste treatment and sorter', 'recycler', 'recycling material distributor and retailer', 'certification bodies', 'consumer protection associations', 'government institutions', 'technical experts / developers (front-end, back-end)', 'production identification', 'circular economy and interdisciplinary experts', 'technology / platform providers', 'company identity providers', 'product identity providers', 'trusted intermediaries']",['unknown'],Unknown,['unknown'],['unknown'],['unknown'],['unknown'],['unknown'],['unknown'],['unknown'],['unknown'],['unknown'],unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,['unknown'],1,1,1,1,22,1,1,1,1,1,1,1,1,1,1,1
BrandTag by Upchannel Aps (DK) & LuxTag (MY),BrandTag,"serialisation of product identity and certificates with a saas dashboard for easy creation and consumer engagement features, with blockchainnotarised productdata authenticity verification",['private company (industry)'],"['platform', 'traceability solution', 'standard']","['textile', 'food']",yes,Final Product,International,Low,['application'],Pay per use,"['consumer/public', 'product developer and designer', 'distributor and retailer', 'certification bodies', 'circular economy and interdisciplinary experts']","['date', 'locations', 'operators']","Minimum functional specifications for compliance (e.g. energy consumption), Possible / flexible data model, Data Sheets, Compliance Certificates, Product Story, Consumer Engagement (Raffles, etc)","['material information for eu compliance (e.g. reach, rohs)', 'material information for other compliance', 'possible / flexible data model']","['service related information (e.g. warrenty and recycling information, repair and update options)', 'possible / flexible data model']",['not relevant / not possible'],['possible / flexible data model'],['possible / flexible data model'],"['circularity indicator (score e.g. repairability index)', 'environmental indicator (e.g. co2 footprint)', 'environmental label (e.g. eu eco flower)', 'label (cross-sectional or multi-criteria)', 'compliance related information (e.g. rohs/reach/weee compliant)', 'certifications', 'norms', 'standards (e.g. iso xy)', 'possible / flexible data model']","['instance', 'batch/category in consideration']",['single item'],"['qr code', 'digital watermark']",yes,no,Centralized,Decentralized,"not yet developed, mostly manual at the moment",Data transfer,simple,Unknown,Unknown,blockchain,Web App & possible Blockchain Explorer,no PII stored,"['tagging (qr)', 'qr & optical watermark recognition']",2,3,1,1,5,3,3,2,1,1,1,9,2,1,2,2
CableDPP,Digital Product Passport for Cables,allow people to buy cables today that have a sustainability badge,['private company (industry)'],"['platform', 'product data scheme', 'traceability solution']",['cross-sector'],yes,Both,International,Low,['prototype'],Pay per use,"['product developer and designer', 'distributor and retailer', 'remanufacturer', 'reuse', 'repair', 'recycler', 'recycling material distributor and retailer', 'certification bodies', 'consumer protection associations', 'government institutions', 'technical experts / developers (front-end, back-end)', 'production identification', 'circular economy and interdisciplinary experts', 'technology / platform providers', 'company identity providers', 'product identity providers', 'trusted intermediaries', 'telecom operators', 'electricians', 'utilities', 'etc.']","['date', 'locations', 'transport means (e.g. vessel, track)', 'operators']","Minimum functional specifications for compliance (e.g. energy consumption), Other functional specifications (please specify below in field ""others""), Possible / flexible data model","['material information for eu compliance (e.g. reach, rohs)', 'material information for other compliance', 'material information after own/individual list', 'full material declaration', 'possible / flexible data model']","['design related information (manuals, disassambly map, maintanance and washing instructions)', 'service related information (e.g. warrenty and recycling information, repair and update options)', 'possible / flexible data model']","['user identification and method (please specify below in field ""others"")', 'usage data (e.g. purchase date, use cycles, please specify below in field ""others"")', 'possible / flexible data model']","['repair company identification (e.g. id, address, etc.)', 'repair related information (e.g. date of repair, exchanged part, etc.)', 'possible / flexible data model']","['recycler company identification (e.g. id, address, etc.)', 'recycling related information (e.g. date of recycling, etc.)', 'possible / flexible data model']","['circularity indicator (score e.g. repairability index)', 'environmental indicator (e.g. co2 footprint)', 'environmental label (e.g. eu eco flower)', 'social label (e.g. ...)', 'label (cross-sectional or multi-criteria)', 'compliance related information (e.g. rohs/reach/weee compliant)', 'certifications', 'norms', 'standards (e.g. iso xy)', 'possible / flexible data model']",['category'],"['model', 'batch', 'production order', 'single item']",['rfid'],yes,yes,Decentralized,Decentralized,Linux Foundation Hyperledger on an Open Blockchain such as Polygon,Data transfer,simple,Unknown,enforcement,blockchain,Wallet,PETs,['tagging (nfc/rfid)'],1,3,1,1,21,4,5,3,3,3,3,10,1,4,1,1
